id,dialogue,summary
379d9b8b,"Kevin: dude my neighbor is being so loud rn
Sarah: what's going on?
Kevin: they're having a party and it's 2 am
Sarah: ugh that's so annoying
Kevin: ikr i'm trying to sleep
Sarah: maybe u should talk to them about it?
Kevin: idk i dont wanna be that guy",Kevin is annoyed by his loud neighbor and considers talking to them about the issue with Sarah's suggestion.
488f8790,"Amanda: hey i need to talk to u about us
Chris: whats up?
Amanda: i dont think this is working out
Chris: what r u talking about?
Amanda: us as a couple
Chris: oh... i had a feeling
Amanda: yeah i think we want different things
Chris: yeah maybe ur right","Amanda and Chris discuss the end of their relationship, acknowledging they want different things."
02d4f188,"Ryan: hey i need to get a gift for my sister's bday
Lauren: whats her style?
Ryan: umm she likes fashion i think
Lauren: ok so u could get her clothes or accessories
Ryan: yeah thats a good idea
Lauren: or maybe an experience like a concert?
Ryan: hmm that's not a bad idea",Ryan seeks gift ideas for his sister's birthday and Lauren suggests fashion items or an experience like a concert.
610f41fe,"Sofia: hey what do u wanna eat?
Jack: idk what do u want?
Sofia: i'm down for anything
Jack: lol okay how about pizza?
Sofia: sounds good to me
Jack: cool i'll order it rn",Sofia and Jack decide to order pizza for dinner.
08303196,"Daniel: hey whats up for date night?
Maya: idk u planned it
Daniel: oh yeah i forgot lol
Maya: lol nice
Daniel: umm how about we go to the movies?
Maya: thats so cliché
Daniel: okay what do u suggest then?","Daniel forgets to plan date night and suggests going to the movies, but Maya finds it too cliché."
18bd808c,"Ethan: hey have u seen my dog?
Lily: no i havent
Ethan: i've been looking everywhere for him
Lily: maybe he ran away?
Ethan: yeah thats what i'm thinking
Lily: we should put up posters around the neighborhood
Ethan: yeah that's a good idea thx",Ethan loses his dog and Lily suggests putting up posters around the neighborhood to help find him.
52479076,"Samantha: hey whats the dress code for the interview tmrw?
Emily: idk lol check the email they sent u
Samantha: cant find it rn can u help me?
Emily: yeah its biz casual
Samantha: k thx ugh i still need to iron my shirt",Samantha is preparing for a job interview and asks Emily about the dress code.
95feb299,"Michael: so what did they offer u?
David: 50k
Michael: thats low bc u have so much experience
David: i know rn im thinking of asking for 60k
Michael: yea thats more reasonable
David: do u think theyll go for it?",David is negotiating a salary for a job and asks Michael for advice.
a4fdd656,"Jessica: i dont think 55k is enough for this position
Interviewer: we can do 58k but thats the max
Jessica: ok thats a bit better but i was thinking more like 62k
Interviewer: let me talk to my manager and see what we can do",Jessica is negotiating a salary during a job interview.
db75c4f0,"Chris: dude i cant find my keys anywhere
Matt: lol did u check the couch cushions?
Chris: yeah i already looked there
Matt: what about the fridge?
Chris: nope not there either ugh i have to go to work soon",Chris lost his keys and is asking Matt for help finding them.
d8b8c489,"Alex: can u pls keep it down im trying to study
Roommate: whats wrong ur too sensitive
Alex: no im just trying to focus can u turn off the tv?
Roommate: fine but dont be so annoying",Alex is having trouble with a noisy roommate while trying to study.
9977c2a9,"Mom: so whats the plan for the family reunion?
Dad: i was thinking we could rent a house at the beach
Mom: thats a great idea but we need to make sure its big enough for everyone
Dad: yeah i already checked and it has 5 bedrooms",A family is discussing the logistics of their upcoming reunion.
b4b91e55,"Gym Buddy: hey whens the next time u can go to the gym?
Sarah: how about tmrw after work?
Gym Buddy: sounds good to me what time were u thinking?
Sarah: how about 5 pm?
Gym Buddy: perfect see u then",Sarah and her gym buddy are planning a workout session.
632c4570,"Customer: hi i want to return this product its not working
Customer Service: sorry to hear that can u pls provide the receipt?
Customer: yeah its right here
Customer Service: ok thank u ill go ahead and process the return",A customer is returning a faulty product to a store.
7061dad5,"Ben: hey im not feeling so good rn
Doctor: whats wrong?
Ben: i have a fever and my throat hurts
Doctor: ok lets take a look",Ben is feeling sick and is consulting a doctor.
7cce7e97,"Manager: so what do u think u deserve for a salary?
Employee: honestly i was thinking around 70k
Manager: thats a bit high but we can discuss it
Employee: i know its a lot but i feel like my work warrants it",An employee is negotiating a salary with their manager.
387ba11f,"Alex: hey, did u do the math homework?
Samantha: yeah i did, its pretty easy
Alex: cool, can u help me with the last question?
Samantha: whats the question?
Alex: the one with the graph
Samantha: oh yeah, u gotta find the slope
Alex:slope?
Samantha: yeah, like rise over run
Alex: oh ok, i think i got it","Alex and Samantha discuss their math homework, with Samantha helping Alex with a question about graphs and slopes."
8e8abc91,"Jake: wyd rn?
Emily: nm, jst got out of class
Jake: cool, wanna go on a road trip tmrw?
Emily: thats so last minute, lol
Jake: i know, but i found this awesome hiking trail
Emily: ok, where is it?
Jake: like 2 hrs away
Emily: thats not bad, what time were u thinking?
Jake: how about 9 am?","Jake invites Emily on a last-minute road trip to go hiking, and they discuss the details of the trip."
3ade7cfc,"Ben: ugh, i have so much homework due 2moro
Chris: same, i havent even started the essay
Ben: lol, ur such a procrastinator
Chris: hey, i work well under pressure
Ben: yeah, sure u do
Chris: anyway, can u help me with the science homework?
Ben: whats the assignment?
Chris: the one with the cells
Ben: oh yeah, i did that yesterday",Ben and Chris discuss their homework and Chris asks Ben for help with the science assignment.
937373af,"Mia: hey, my moms bday is coming up
Ryan: oh, whats the plan?
Mia: idk, i wanna get her something nice
Ryan: how much were u thinking of spending?
Mia: like 50 bucks?
Ryan: thats a good budget, what does she like?
Mia: umm, she loves cooking
Ryan: oh, u should get her a cookbook or something
Mia: thats a great idea!","Mia wants to buy a gift for her mom's birthday and asks Ryan for suggestions, deciding on a cookbook."
f624f2a5,"David: hey, did u hear about the drama at work?
Sarah: no, whats going on?
David: apparently john and mike got into a fight
Sarah: what? thats crazy
David: i know, and now theyre not speaking to each other
Sarah: ugh, thats so unprofessional
David: right? and now the whole office is tense
Sarah: yeah, i can imagine","David and Sarah discuss the drama at their workplace, where two coworkers got into a fight and are not speaking to each other."
924a31e0,"Kevin: hey, when r u free to study?
Lauren: how about 2moro at 3 pm?
Kevin: thats perfect, where should we meet?
Lauren: how about the library?
Kevin: sounds good to me
Lauren: cool, whats the plan for studying?
Kevin: idk, maybe we can quiz each other?
Lauren: thats a great idea!","Kevin and Lauren plan to meet up to study, deciding on a time and place, and discussing how they will study together."
f8e0702a,"Jessica: hey, im running super late
Tom: whats going on?
Jessica: traffic is crazy
Tom: ugh, thats frustrating
Jessica: i know, im so sorry
Tom: dont worry about it, just be safe
Jessica: ok, thanks for understanding
Tom: no problem, see u when u get here","Jessica is running late due to traffic and apologizes to Tom, who tells her to be safe and that it's okay."
b9acabbf,"Olivia: hey, did u finish the reading assignment?
Noah: yeah, i did
Olivia: cool, can we discuss it tmrw?
Noah: sounds good to me
Olivia: how about 1 pm?
Noah: thats perfect
Olivia: awesome, ill see u then
Noah: yeah, looking forward to it","Olivia and Noah plan to meet up to discuss the reading assignment, deciding on a time that works for both of them."
d6bc5952,"Ava: hey, i just got a job offer
Ethan: congrats! how much are they paying?
Ava: 40k a year
Ethan: thats not bad, but dont u think u can negotiate?
Ava: idk, i dont want to seem pushy
Ethan: trust me, its worth a shot
Ava: ok, ill try
Ethan: yeah, go for it!","Ava gets a job offer and Ethan advises her to negotiate the salary, encouraging her to ask for more."
e93c2679,"Lily: hey, whats up for tonight?
Cameron: idk, whats ur idea of fun?
Lily: lol, umm, how about dinner and a movie?
Cameron: sounds perfect
Lily: cool, where should we go?
Cameron: how about that new restaurant?
Lily: yeah, i heard its great
Cameron: awesome, ill pick u up at 7?","Lily and Cameron plan a date night, deciding on dinner and a movie, and choosing a restaurant to go to."
22508ebf,"Samantha: omg i have so much homework rn
Samantha: i dont think i can finish it all
David: what r u struggling with?
Samantha: math and science
David: lol u shouldve come to study group
Samantha: idk why i didnt
David: wyd tmrw? want to study together?",Samantha is struggling with her math and science homework and is considering studying with David tomorrow.
3dec4249,"Emily: hey do u need anything from the store?
Mike: yeah can u get milk and eggs?
Emily: k whats the plan for dinner?
Mike: idts yet whats ur suggestion?
Emily: how about pasta?
Mike: sounds good to me","Emily is going grocery shopping and is asking Mike if he needs anything, they also discuss dinner plans."
296e0403,"Chris: hey have u seen the job description?
Amy: yeah i was just reading it
Chris: what do u think?
Amy: its pretty standard
Chris: cool do u have any tips for the interview?
Amy: just be urself and dont be late",Chris and Amy are preparing for a job interview and discussing the job description and interview tips.
48eec79d,"Tom: who's ready for the road trip?
Lily: i am!!
Tom: lol bc we leave in 2 hrs
Lily: omg i still have to pack
Tom: dont 4get snacks
Lily: got it",Tom and Lily are excited for their weekend road trip and are making last-minute preparations.
2ce6cf05,"Karen: hey do u have a good recipe for chicken?
James: yeah i can send u one
Karen: thanks!
James: no prob what made u want to cook chicken?
Karen: idk just felt like it
James: lol ok well let me know if u need any help",Karen is looking for a good chicken recipe and James offers to send her one.
2c3754b0,"Sarah: guys my dog is lost
John: omg what happened?
Sarah: i dont know he just ran out of the house
John: dont worry we'll find him
Sarah: thanks
John: where was he last seen?",Sarah's dog is lost and she is asking her friends for help to find him.
2e23850a,"Mark: ugh my phone is broken
Alex: whats wrong with it?
Mark: the screen is cracked
Alex: thats annoying
Mark: yeah i need to return it
Alex: where did u buy it?
Mark: at the apple store",Mark's phone is broken and he needs to return it to the Apple store.
d83827de,"Olivia: who's free to study tmrw?
Jackson: i am
Olivia: cool what time works for u?
Jackson: how about 2 pm?
Olivia: sounds good to me
Jackson: where should we meet?",Olivia is trying to coordinate a study group and is asking her friends who is available to meet tomorrow.
699744cf,"Ava: have u seen the new netflix show?
Ethan: yeah i just finished it
Ava: what did u think?
Ethan: it was so good
Ava: yeah i know right?
Ethan: the ending was crazy",Ava and Ethan are discussing the new Netflix show and how much they enjoyed it.
a1be3084,"Ben: my wifi is not working
Daniel: whats the problem?
Ben: idk it just wont connect
Daniel: try restarting ur router
Ben: ok
Daniel: if that doesnt work call the internet company",Ben is having tech support issues with his WiFi and Daniel is trying to help him troubleshoot the problem.
b21ffabe,Jen: whos playin overwatch rn?\nMike: me and emily are\nJen: lol whats ur rank?\nMike: dont laugh... bronze\nJen: lmao i can carry u,"Jen, Mike, and Emily are playing Overwatch together, with Jen joking about carrying Mike's low rank."
28e92a10,"Samantha: hey can u pet sit for me tmrw?\nAlex: how long?\nSamantha: just the day, ill be back by 6\nAlex: ok, whats the dogs name?\nSamantha: max, hes super chill","Samantha asks Alex to pet sit for her dog Max tomorrow, and Alex agrees."
10df0a80,"Karen: guys, my dog is lost!!\nTom: omg whats his name?\nKaren: buddy, hes a golden retriever\nTom: dont worry, we'll find him\nSarah: yeah, ill check the neighborhood","Karen's dog Buddy is lost, and Tom and Sarah offer to help her find him in the neighborhood."
d09c56ed,"David: ugh, im so sick rn\nEmily: wyd?\nDavid: think i have a fever\nEmily: do u need me to get u anything?\nDavid: nah, just rest","David is feeling sick with a fever and declines Emily's offer to get him anything, just wanting to rest."
290e325b,"Ben: im literally dying from this cold\nRachel: lol, drink some tea\nBen: tryna, but my throat hurts\nRachel: aww, feel better soon!",Ben is suffering from a cold and Rachel suggests drinking tea to help him feel better.
e1e14a09,"Chris: has anyone seen my keys?\nHannah: no, where did u last have them?\nChris: idk, i had them at the store\nHannah: maybe u should call them?","Chris lost his keys and asks Hannah for help, who suggests calling the store where he last had them."
6ca741de,"Olivia: what do u want for dinner?\nJackson: idk, what do u want?\nOlivia: im down for anything\nJackson: lol, lets just get pizza",Olivia and Jackson discuss what to have for dinner and decide on getting pizza.
ff7e3062,"Ava: ugh, this rain is so annoying\nEthan: right?\nAva: i hate walking in it\nEthan: yeah, me too, lets just stay inside",Ava and Ethan complain about the rain and decide to stay indoors instead of walking in it.
2c3b7e36,"Lily: hey, when is yoga class this week?\nJulian: tmrw at 6 pm\nLily: can we change it to thursday?\nJulian: idts, lets ask the instructor",Lily wants to change the yoga class schedule from tomorrow to Thursday and suggests asking the instructor.
cb8ab361,"Rebecca: so, the family reunion is next month\nDaniel: yeah, i know\nRebecca: have u booked ur flight?\nDaniel: not yet, will do it tmrw\nRebecca: ok, dont forget!","Rebecca reminds Daniel to book his flight for their family reunion next month, which he promises to do tomorrow."
258a059c,"Samantha: hey!! i have a job interview tmrw and i'm super nervous
Emily: lol whats wrong?
Samantha: idk i just really need this job
Emily: ugh dont worry u'll do great!! just be urself",Samantha is nervous about her job interview tomorrow and seeks reassurance from Emily.
ba785113,"Ryan: so i just got a job offer but the salary is kinda low
Michael: how much they offering?
Ryan: 50k
Michael: lol thats pretty low bc the avg salary for that position is 65k
Ryan: yeah i know i was thinking of asking for 60k",Ryan received a job offer but thinks the salary is too low and considers negotiating for a higher salary.
c4323885,"Jessica: hey im running super late rn
David: lol whats going on?
Jessica: traffic is a nightmare
David: ugh thats annoying maybe u should leave earlier next time",Jessica is running late due to traffic and informs David about the situation.
8eedf4b7,"Chris: hey bro i need help with assembling my new furniture
Alex: lol what does the manual say?
Chris: idk i didnt read it
Alex: wyd not read the manual?
Chris: i dont know maybe i'm just lazy",Chris needs help assembling his new furniture and asks Alex for assistance.
5ab63bdc,"Olivia: hey can i ask u a favor?
Sophia: lol whats up?
Olivia: can u pick me up from the airport tmrw?
Sophia: yeah sure no problem","Olivia asks Sophia for a favor, which is to pick her up from the airport tomorrow."
8a68635c,"Ethan: which new phone do u think is better?
Liam: lol i think the iphone is better
Ethan: really? i was thinking of getting the samsung
Liam: idk i just think the camera on the iphone is way better",Ethan and Liam compare the new iPhone and Samsung phones and discuss their differences.
324f888b,"Ava: hey we need to finalize the plans for the family reunion
Julian: lol whats the update?
Ava: we need to book the venue and catering ASAP
Julian: yeah ok i'll take care of it",Ava and Julian discuss the logistics of their upcoming family reunion.
8aff1fad,"Mia: hey we need to plan a surprise party for emily's bday
Noah: lol thats a great idea!
Mia: yeah i know we should get her favorite food and decorations
Noah: yeah and we should invite all her friends",Mia and Noah plan a surprise party for Emily's birthday.
9308cf15,"Jackson: i just got a job offer but the salary is lower than i expected
Ben: lol how much were u thinking?
Jackson: i was thinking at least 80k
Ben: yeah thats a good point maybe u should negotiate",Jackson received a job offer but thinks the salary is too low and considers negotiating for a higher salary.
3936a77b,"Lauren: hey i have a job interview prep session today
Daniel: lol good luck!
Lauren: thanks i'm super nervous
Daniel: ugh dont worry u'll do great just practice ur responses to common interview questions",Lauren has a job interview prep session today and Daniel wishes her good luck.
9ef15574,"Alex: whos down to play overwatch rn?
Michael: idk im still @ work
Alex: lol ok well we need 1 more person
Jordan: wyd
Alex: overwatch!!
Jordan: ok im in
Michael: k im outta here see u guys online",A group of friends are planning to play Overwatch and are looking for one more player to join them.
bc7de01b,"Emily: ugh i feel so sick rn
Sarah: aw whats wrong??
Emily: idk i just feel nauseous
Sarah: maybe u should go to the doctor?
Emily: idts ill just sleep it off
Sarah: ok well let me know if u need anything",E is feeling sick and S is offering her support and suggesting she sees a doctor.
a0900ede,"Julian: hey whats the schedule for yoga this week?
Instructor: we have classes on tues and thurs @ 7
Julian: k cool can i sign up for thursday?",J is asking about the yoga class schedule and wants to sign up for Thursday's class.
14d775f6,"David: hey fam our reunion is coming up
Samantha: yeah i know!!!!
David: so we need to figure out the logistics
Samantha: like what?
David: like where we're gonna stay and eat
Samantha: oh ok let me look into it","A family is planning their reunion and discussing the logistics, such as accommodations and food."
f49f196b,"Ryan: have u seen the new iphone?
Chris: yeah its so cool
Ryan: i know right??
Chris: but have u seen the new samsung?
Ryan: yeah thats nice too
Chris: i think ill go with the samsung",R and C are comparing the new iPhone and Samsung phones and C has decided to go with the Samsung.
0cc4710a,"Ben: hey do we need to go grocery shopping?
Eva: yeah we're out of milk
Ben: ok ill go tmrw
Eva: can u get some eggs too?",B and E are discussing their grocery needs and B has offered to go shopping tomorrow.
7f183a62,"Laura: hey i need to return this phone its faulty
Customer Service: ok whats the problem with it?
Laura: it just wont turn on
Customer Service: ok well u can bring it in and we'll exchange it",L is returning a faulty phone and the customer service is assisting her with the return process.
c5bf78d9,"Jackson: i need to return these headphones
Store Clerk: whats wrong with them?
Jackson: theyre just really uncomfortable
Store Clerk: ok well let me see what we can do",J is returning uncomfortable headphones and the store clerk is helping him with the return.
bcf7958c,"Ava: hey can i ask u a favor?
Liam: whats up?
Ava: can u drive me to the airport?
Liam: yeah sure thing
Ava: thanks so much!!","A is asking L for a favor, to drive her to the airport, and L has agreed."
a1f36809,"Ethan: hey guys we need to study for our exam
Olivia: yeah i know
Ethan: when are u guys free to meet up?
Olivia: how about wednesday?
Ethan: sounds good to me",A study group is coordinating a time to meet and study for their upcoming exam.
9de0247e,"Samantha: hey do u know how to assemble this damned furniture??
Samantha: i got the instructions but idts what im doin
Matt: lol wut r u trying to build??
Samantha: a bookshelf bc my sister is coming tmrw
Matt: ahh ok lemme take a look
Matt: u gotta attach the legs 1st
Samantha: thx matt!! ugh i feel so stupid rn",Samantha needs help assembling furniture for her sister's visit
0c5c852e,"Jen: hey can u pet sit my dog this wknd??
Emily: yeah whats the plan?
Jen: just make sure hes fed and walked
Emily: got it! whats his fave food?
Jen: lol hes a good boy he eats everythin
Emily: aw ok ill make sure to give him treats",Jen asks Emily to pet sit her dog for the weekend
308158df,"Mike: ugh i need to get grocery shopping done
Diana: whats on the list?
Mike: idk ill just grab everythin
Diana: lol no dont do that
Diana: do u need me to come w/ u?
Mike: nah im good thx",Mike needs to go grocery shopping and Diana offers to help
9f467131,"Lily: omg the family reunion is next month!!
Lily: we need to book a hotel ASAP
Tom: wyd? which hotel were u thinking?
Lily: idk wut do u think??
Tom: lemme check the prices
Tom: how about the marriott?",Lily and Tom are planning the logistics for their family reunion
368d4d90,"David: road trip this wknd!!
Rachel: yaaas whos in?
David: just me and u
Rachel: lol whats the plan?
David: we can drive to the beach
Rachel: sounds good to me!",David and Rachel are planning a weekend road trip
95f01425,"Kevin: u wont bliev wut happend at work 2day
Samantha: wut r u talking about?
Kevin: our boss is leaving the company
Samantha: no way!!
Kevin: i know lol",Kevin shares workplace gossip with Samantha
1af1e41d,"Jessica: noooo i lost my keys and wallet
Alex: lol how do u do it?
Jessica: idk i always misplace everythin
Alex: do u want me to come ovr and help u look?",Jessica lost her keys and wallet and asks Alex for help
c710d515,"Ben: i need to get groceries
Sarah: wut do u need?
Ben: just the basics
Sarah: lol u mean like milk and eggs?
Ben: yeah somethin like that",Ben needs to buy basic groceries and Sarah offers to help
e0237220,"Chris: hey can u help me book a flight?
Rebecca: where r u trying to go?
Chris: to NY
Rebecca: ok lemme check the prices",Chris asks Rebecca to help book a flight to New York
f06fe808,"Heather: hey i have to cancel our plans 2day
Amanda: aw man wut happend?
Heather: somethin came up
Amanda: ok no worries",Heather cancels plans with Amanda
470de467,"Alex: hey, my car wont start
Ryan: whats wrong with it?
Alex: idk, i think its the battery
Ryan: try jumpstarting it
Alex: k, thx",A's car won't start and B suggests jumpstarting it.
a751ba27,"May: hey, have u booked those flight tix yet?
Mike: yeah, just did
May: how much were they?
Mike: $200
May: thats a good price",B books flight tickets for $200.
4e96fc19,"Samantha: ugh, my car is making a weird noise
Tom: whats it sound like?
Samantha: like grinding or smthn
Tom: take it to the mechanic ASAP",A's car is making a strange noise and B advises taking it to a mechanic.
110a1181,"Chris: wyd for lunch?
Hannah: idk, u?
Chris: i was thinkin pizza
Hannah: sounds good to me",A and B decide to have pizza for lunch.
a20a4836,"David: have u seen that new show?
Emily: yeah, its so good
David: i know, rt?
Emily: lol, yeah",A and B discuss a new TV show they both like.
c338fd73,"Olivia: i need to get my sister a gift
Jackson: whats her style?
Olivia: umm, shes into fashion
Jackson: get her a scarf or smthn",A asks B for gift ideas for her fashion-conscious sister.
8bdc29a5,"Ava: hey, can i borrow $20?
Liam: whats it for?
Ava: i forgot my wallet at home
Liam: k, here u go",A borrows $20 from B because she forgot her wallet.
25317022,"Ethan: whats for dinner?
Lily: i was thinkin we could order chinese
Ethan: sounds good, but i had it yesterday
Lily: ok, how about italian then?",A and B decide on having Italian food for dinner.
fa2b8a84,"Julia: do we need to get milk?
Tyler: yeah, we're out
Julia: ok, ill add it to the list
Tyler: dont forget eggs too",A and B make a grocery list including milk and eggs.
07520f20,"Daniel: wyd tonight?
Sophia: idk, u?
Daniel: we could go to the movies
Sophia: or we could just stay in and watch netflix","A and B discuss plans for a date night, considering movies or Netflix."
ec5f64e3,"Samantha: hey im done with u, cant take this anymore
John: whats wrong??
u dont even wanna talk about it
Samantha: bc u never listen
John: thats not true
Samantha: save it",Samantha and John are breaking up because Samantha feels John never listens to her.
c6afd707,"Emily: omg have u seen my cat??
David: no where was the last place u saw him??
Emily: in the backyard
David: ill go check
Emily: thx so much",Emily's cat is lost and David is helping her find it in the backyard.
6e03a85b,"Mike: wheeee wknd road trip
Tom: yessss where r we goin??
Mike: how about the beach??
Tom: sounds gr8 to me
Mike: meet at my place tmrw 9am",Mike and Tom are going on a weekend road trip to the beach.
120724e2,"Chris: dude can u pls keep it down??
Alex: whats wrong??
Chris: some of us r tryin to sleep
Alex: oh srry didnt realize
Chris: thx",Chris is asking Alex to be quieter because he is trying to sleep.
5014911b,"Olivia: ugh my car wont start
Jackson: whats wrong with it??
Olivia: idk thats y im askin u
Jackson: lol ok let me take a look
Olivia: thx so much",Olivia's car won't start and Jackson is trying to help her fix it.
c8214461,"Ryan: YESSSS WE WON
James: lol what a game
Ryan: i know rite??
James: that last goal was insane
Ryan: im still in shock",Ryan and James are excited about their team winning a game.
0d43083b,"Ava: hey do u need anythin from the store??
Ethan: yeah can u get milk??
Ava: k
Ethan: thx",Ava is going grocery shopping and Ethan is asking her to pick up milk.
82452173,"Liam: ugh my car is makin a weird noise
Noah: whats it sound like??
Liam: idk like a grinding noise
Noah: thats not good
Liam: ik what do i do",Liam's car is making a strange noise and Noah is trying to help him figure out what to do.
9862c007,"Julian: just got to the next level
Tyler: nice job
Julian: thx ive been tryin for hrs
Tyler: wanna play together tmrw??
Julian: yeah sounds like fun",Julian and Tyler are playing video games and plan to play together tomorrow.
605be22a,"Mia: i dont think we should be together anymore
Logan: whats goin on??
Mia: i just dont feel the same way
Logan: ok...i understand
Mia: im srry",Mia and Logan are breaking up because Mia doesn't have feelings for him anymore.
